DATETIME,day_ahead_price
2017-11-07,53.46014375000001
2017-11-08,44.498400000000004
2017-11-09,46.49675291666667
2017-11-10,43.023926249999995
2017-11-11,52.850233124999995
2017-11-12,47.77154541666667
2017-11-13,45.61563041666667
2017-11-14,38.09545229166667
2017-11-15,52.881179583333335
2017-11-16,43.59440020833333
2017-11-17,51.06254479166666
2017-11-18,50.35387458333333
2017-11-19,48.987715
2017-11-20,46.811403750000004
2017-11-21,45.93504604166667
2017-11-22,59.16209395833334
2017-11-23,49.67287145833333
2017-11-24,45.700685
2017-11-25,52.01118270833334
2017-11-26,58.49958645833333
2017-11-27,48.37290875
2017-11-28,54.865231666666666
2017-11-29,58.69863354166667
2017-11-30,56.602657083333334
2017-12-01,56.32110104166667
2017-12-02,53.74041604166666
2017-12-03,59.359764375
2017-12-04,51.720948125
2017-12-05,53.687061041666674
2017-12-06,51.333030208333334
2017-12-07,51.72205270833334
2017-12-08,59.912155000000006
2017-12-09,64.740831875
2017-12-10,67.59983729166667
2017-12-11,66.821360625
2017-12-12,75.93594125
2017-12-13,75.674074375
2017-12-14,49.95651791666666
2017-12-15,53.415560625000005
2017-12-16,68.5394125
2017-12-17,61.01981354166667
2017-12-18,68.28015
2017-12-19,57.184914166666665
2017-12-20,56.549027708333334
2017-12-21,51.68727979166667
2017-12-22,47.750701041666666
2017-12-23,49.303083750000006
2017-12-24,42.48643833333333
2017-12-25,43.75804770833333
2017-12-26,55.349731875
2017-12-27,55.16351145833334
2017-12-28,61.40872770833334
2017-12-29,61.496961875000004
2017-12-30,58.31869833333334
2017-12-31,29.46738458333333
2018-01-01,51.03429354166667
2018-01-02,47.86040166666667
2018-01-03,49.89379458333334
2018-01-04,44.45317166666666
2018-01-05,61.22936583333333
2018-01-06,51.31640770833334
2018-01-07,51.65405395833333
2018-01-08,64.31068270833333
2018-01-09,57.39592729166667
2018-01-10,44.273893125
2018-01-11,57.54387
2018-01-12,41.738965625
2018-01-13,46.79142604166666
2018-01-14,31.778869791666665
2018-01-15,55.52117583333333
2018-01-16,60.99873625
2018-01-17,53.453719166666666
2018-01-18,62.31841541666666
2018-01-19,53.272108124999995
2018-01-20,56.56664125
2018-01-21,59.61410791666666
2018-01-22,40.39601458333333
2018-01-23,38.728389166666666
2018-01-24,56.193643125
2018-01-25,56.197385833333335
2018-01-26,43.55303583333333
2018-01-27,40.594410625
2018-01-28,44.772398333333335
2018-01-29,38.98995729166666
2018-01-30,50.43400604166666
2018-01-31,51.834746458333335
2018-02-01,46.802945
2018-02-02,56.89310375
2018-02-03,48.95470375
2018-02-04,51.26035520833333
2018-02-05,43.740945625
2018-02-06,48.44574770833333
2018-02-07,48.59557229166666
2018-02-08,46.342095416666666
2018-02-09,57.63878
2018-02-10,52.34344333333333
2018-02-11,47.77046229166667
2018-02-12,43.18807041666667
2018-02-13,54.902282291666666
2018-02-14,54.121391249999995
2018-02-15,45.73748354166667
2018-02-16,45.757440624999994
2018-02-17,47.95520354166666
2018-02-18,50.29601895833333
2018-02-19,49.08041229166667
2018-02-20,45.88471125
2018-02-21,53.57664416666666
2018-02-22,50.073835624999994
2018-02-23,52.64680333333333
2018-02-24,45.798996875
2018-02-25,36.685621875
2018-02-26,50.906215624999994
2018-02-27,73.5012375
2018-02-28,122.73734375
2018-03-01,281.60585375
2018-03-02,163.18137020833333
2018-03-03,141.73160645833335
2018-03-04,83.80167041666667
2018-03-05,57.582804375
2018-03-06,66.93529895833333
2018-03-07,56.6499325
2018-03-08,53.1679375
2018-03-09,52.422504583333335
2018-03-10,50.10850479166667
2018-03-11,48.88487791666666
2018-03-12,58.66729479166667
2018-03-13,53.862590833333336
2018-03-14,46.22639708333333
2018-03-15,57.79647083333333
2018-03-16,56.16387875
2018-03-17,52.91959083333333
2018-03-18,67.27297625
2018-03-19,48.39144916666667
2018-03-20,55.594067708333334
2018-03-21,48.65853604166667
2018-03-22,44.93082437500001
2018-03-23,48.10920625
2018-03-24,46.93433375
2018-03-25,54.21141434782609
2018-03-26,45.261744166666666
2018-03-27,56.94217458333333
2018-03-28,46.145515208333336
2018-03-29,53.29599270833333
2018-03-30,65.67941604166667
2018-03-31,67.241205
2018-04-01,64.13222229166666
2018-04-02,62.359188749999994
2018-04-03,52.10037770833333
2018-04-04,46.15473375
2018-04-05,41.49837708333333
2018-04-06,39.483218125
2018-04-07,47.6875075
2018-04-08,53.78324979166666
2018-04-09,62.659912291666664
2018-04-10,61.485205
2018-04-11,77.11166729166666
2018-04-12,70.739454375
2018-04-13,73.79271645833333
2018-04-14,37.193891666666666
2018-04-15,52.18667541666667
2018-04-16,39.86780625
2018-04-17,39.81860520833333
2018-04-18,42.846113333333335
2018-04-19,52.28186354166667
2018-04-20,38.14112645833333
2018-04-21,41.78577895833333
2018-04-22,40.98525625
2018-04-23,28.914038333333334
2018-04-24,44.56841979166666
2018-04-25,47.28695666666667
2018-04-26,32.190221875
2018-04-27,49.67704166666667
2018-04-28,61.24075666666667
2018-04-29,60.045964375000004
2018-04-30,50.510753541666666
2018-05-01,45.73147104166667
2018-05-02,50.53847541666667
2018-05-03,48.277350000000006
2018-05-04,43.43932395833334
2018-05-05,35.900224791666666
2018-05-06,33.50209458333333
2018-05-07,48.48091395833333
2018-05-08,43.787389375000004
2018-05-09,42.48552625
2018-05-10,39.800885
2018-05-11,46.277868125
2018-05-12,54.839936458333334
2018-05-13,42.721424791666664
2018-05-14,45.07262083333333
2018-05-15,56.76508666666667
2018-05-16,42.04131375
2018-05-17,49.412355416666664
2018-05-18,44.645031458333335
2018-05-19,43.605415
2018-05-20,55.94330458333334
2018-05-21,53.14162729166667
2018-05-22,40.43579625
2018-05-23,60.18804708333334
2018-05-24,58.12210854166667
2018-05-25,61.09587416666667
2018-05-26,46.361075625000005
2018-05-27,49.153745625
2018-05-28,54.41122375
2018-05-29,57.5236025
2018-05-30,76.32848333333334
2018-05-31,59.392795416666665
2018-06-01,52.065690625
2018-06-02,59.95165083333333
2018-06-03,64.12613791666666
2018-06-04,54.053529375000004
2018-06-05,52.255744791666665
2018-06-06,45.128188333333334
2018-06-07,54.724844375
2018-06-08,57.733453958333335
2018-06-09,46.204045
2018-06-10,52.994961458333336
2018-06-11,45.96294270833334
2018-06-12,51.710025
2018-06-13,47.90405416666667
2018-06-14,43.890570833333335
2018-06-15,60.388150625
2018-06-16,44.70956104166667
2018-06-17,48.209085625
2018-06-18,46.06127312500001
2018-06-19,65.86198041666667
2018-06-20,59.51740479166667
2018-06-21,39.89518208333333
2018-06-22,49.474218541666666
2018-06-23,50.89308
2018-06-24,50.05433895833334
2018-06-25,52.92014583333333
2018-06-26,64.01654166666667
2018-06-27,48.251927708333334
2018-06-28,43.600446250000005
2018-06-29,47.30016
2018-06-30,56.82051479166666
2018-07-01,58.908321666666666
2018-07-02,61.12128354166666
2018-07-03,51.930651250000004
2018-07-04,52.03131895833334
2018-07-05,59.77577645833333
2018-07-06,71.615269375
2018-07-07,61.83382833333334
2018-07-08,59.610088749999996
2018-07-09,58.70689479166666
2018-07-10,59.943763958333335
2018-07-11,49.72729458333333
2018-07-12,60.690523750000004
2018-07-13,71.91616291666666
2018-07-14,55.28270520833333
2018-07-15,52.426085416666666
2018-07-16,65.36085145833333
2018-07-17,60.928666875000005
2018-07-18,60.13601229166667
2018-07-19,52.2822375
2018-07-20,48.495027291666666
2018-07-21,51.215819374999995
2018-07-22,53.673903125
2018-07-23,59.87666729166667
2018-07-24,50.998220833333335
2018-07-25,55.86411958333333
2018-07-26,63.37733125
2018-07-27,64.11846958333334
2018-07-28,25.583073541666668
2018-07-29,71.19743229166666
2018-07-30,59.61150125
2018-07-31,44.8472475
2018-08-01,43.578703125000004
2018-08-02,55.732035625
2018-08-03,62.181439375
2018-08-04,56.431824375
2018-08-05,52.658925
2018-08-06,53.96464583333333
2018-08-07,63.074945625
2018-08-08,48.478845
2018-08-09,56.152710000000006
2018-08-10,55.9317125
2018-08-11,47.04949083333333
2018-08-12,61.187237083333336
2018-08-13,76.98300416666667
2018-08-14,53.47796770833333
2018-08-15,60.216561041666665
2018-08-16,55.21215958333334
2018-08-17,53.893511458333336
2018-08-18,51.45286708333333
2018-08-19,49.747487291666665
2018-08-20,89.30081083333333
2018-08-21,65.82382395833334
2018-08-22,60.693310625
2018-08-23,71.18457916666667
2018-08-24,55.95081291666667
2018-08-25,43.590917708333336
2018-08-26,57.975586666666665
2018-08-27,52.76354125
2018-08-28,63.70577041666667
2018-08-29,67.81748895833333
2018-08-30,52.294131666666665
2018-08-31,52.96336979166667
2018-09-01,62.37959145833333
2018-09-02,47.922993749999996
2018-09-03,55.38455041666666
2018-09-04,56.73400833333333
2018-09-05,69.80275833333333
2018-09-06,62.95408750000001
2018-09-07,62.910093125
2018-09-08,75.32556333333333
2018-09-09,54.200263125
2018-09-10,50.223042291666665
2018-09-11,53.593730416666666
2018-09-12,66.22948479166666
2018-09-13,64.82558083333333
2018-09-14,58.99042333333333
2018-09-15,64.96033333333334
2018-09-16,51.57177541666667
2018-09-17,64.18879291666667
2018-09-18,55.25281145833333
2018-09-19,62.466799583333334
2018-09-20,84.613574375
2018-09-21,61.41706833333333
2018-09-22,78.880765625
2018-09-23,59.126556666666666
2018-09-24,73.02432395833334
2018-09-25,63.46792416666667
2018-09-26,64.58790145833333
2018-09-27,63.886811875
2018-09-28,62.774654166666664
2018-09-29,57.357080208333336
2018-09-30,66.48215333333333
2018-10-01,59.5038125
2018-10-02,66.72097520833334
2018-10-03,74.2533675
2018-10-04,67.16103291666667
2018-10-05,72.40285916666666
2018-10-06,62.935225833333334
2018-10-07,57.26246833333334
2018-10-08,53.596105
2018-10-09,62.48875291666667
2018-10-10,69.96994375
2018-10-11,74.54720895833334
2018-10-12,54.927323333333334
2018-10-13,62.83604625
2018-10-14,68.22962041666666
2018-10-15,69.4876675
2018-10-16,64.82475145833334
2018-10-17,55.28456229166667
2018-10-18,58.035947446808514
2018-10-19,68.798759375
2018-10-20,65.30344770833334
2018-10-21,61.291615
2018-10-22,53.13746833333334
2018-10-23,51.774346875
2018-10-24,54.86089979166667
2018-10-25,69.28563687500001
2018-10-26,63.113915
2018-10-27,66.72705875
2018-10-28,60.5229418
2018-10-29,57.09283479166667
2018-10-30,77.55727708333333
2018-10-31,59.121123125
2018-11-01,67.99416666666667
2018-11-02,57.857182083333335
2018-11-03,65.24583333333334
2018-11-04,60.97946083333333
2018-11-05,68.13000000000001
2018-11-06,65.65916666666666
2018-11-07,62.50541666666667
2018-11-08,57.781666666666666
2018-11-09,56.11895833333333
2018-11-10,64.84375
2018-11-11,55.799791666666664
2018-11-12,59.23020833333334
2018-11-13,53.749439583333334
2018-11-14,51.53750125
2018-11-15,65.85387125
2018-11-16,66.453125
2018-11-17,60.218333333333334
2018-11-18,65.49395833333334
2018-11-19,52.602448124999995
2018-11-20,76.92187541666667
2018-11-21,61.656666666666666
2018-11-22,74.07584333333334
2018-11-23,64.0656025
2018-11-24,64.90604166666667
2018-11-25,61.825625
2018-11-26,76.45604166666666
2018-11-27,53.75395833333334
2018-11-28,64.74708625000001
2018-11-29,65.10312499999999
2018-11-30,52.43
2018-12-01,62.243985
2018-12-02,64.79319958333333
2018-12-03,61.630017083333335
2018-12-04,59.99458333333333
2018-12-05,68.7075
2018-12-06,56.90083333333333
2018-12-07,44.43641354166667
2018-12-08,48.347843958333335
2018-12-09,73.685625
2018-12-10,63.613125
2018-12-11,54.080272083333334
2018-12-12,57.759686304347824
2018-12-13,63.56270833333334
2018-12-14,59.175547083333335
2018-12-15,72.35544312500001
2018-12-16,73.52604166666667
2018-12-17,54.098828125000004
2018-12-18,62.95488833333334
2018-12-19,73.656875
2018-12-20,67.79625
2018-12-21,77.764375
2018-12-22,65.62169791666666
2018-12-23,69.99791666666667
2018-12-24,65.76625
2018-12-25,63.51809583333333
2018-12-26,53.611875
2018-12-27,53.74604166666666
2018-12-28,53.12840979166666
2018-12-29,51.321041666666666
2018-12-30,42.072291666666665
2018-12-31,48.61515958333334
2019-01-01,30.82936170212766
2019-01-02,72.156875
2019-01-03,59.722639375
2019-01-04,50.79148708333333
2019-01-05,70.81658333333333
2019-01-06,72.79086291666667
2019-01-07,50.22707354166667
2019-01-08,65.94895833333334
2019-01-09,51.90729166666667
2019-01-10,69.61124270833334
2019-01-11,57.767494166666665
2019-01-12,52.403124999999996
2019-01-13,45.03541666666666
2019-01-14,59.333944374999994
2019-01-15,55.4375
2019-01-16,59.47083333333333
2019-01-17,52.58068708333334
2019-01-18,55.653979791666664
2019-01-19,67.40785958333333
2019-01-20,64.77145833333334
2019-01-21,58.18959229166666
2019-01-22,74.6038025
2019-01-23,76.97875
2019-01-24,82.45604166666666
2019-01-25,45.99125
2019-01-26,50.95229166666667
2019-01-27,54.265208333333334
2019-01-28,70.65038083333333
2019-01-29,58.87483208333333
2019-01-30,53.67234208333334
2019-01-31,67.63815208333334
2019-02-01,62.487984374999996
2019-02-02,57.18854166666667
2019-02-03,50.536249999999995
2019-02-04,50.47416666666667
2019-02-05,58.571161458333336
2019-02-06,47.884375
2019-02-07,53.635
2019-02-08,45.72104166666667
2019-02-09,51.102291666666666
2019-02-10,54.31593270833333
2019-02-11,52.76291666666666
2019-02-12,43.47416666666666
2019-02-13,41.97160354166667
2019-02-14,58.99373083333333
2019-02-15,48.795203750000006
2019-02-16,43.11666666666667
2019-02-17,45.11609229166667
2019-02-18,40.51541666666667
2019-02-19,37.932291666666664
2019-02-20,46.295208333333335
2019-02-21,47.427083333333336
2019-02-22,47.28854166666667
2019-02-23,45.904583333333335
2019-02-24,39.784633125
2019-02-25,45.87270833333333
2019-02-26,39.05958208333333
2019-02-27,50.32117916666667
2019-02-28,52.56260770833333
2019-03-01,48.686114583333335
2019-03-02,46.53187500000001
2019-03-03,38.97000104166667
2019-03-04,39.053688333333334
2019-03-05,53.478390625
2019-03-06,46.742195
2019-03-07,46.815416666666664
2019-03-08,49.717566250000004
2019-03-09,40.59146104166667
2019-03-10,52.231458333333336
2019-03-11,46.07479166666667
2019-03-12,48.88150083333333
2019-03-13,43.09642791666667
2019-03-14,48.815214375000004
2019-03-15,39.6025
2019-03-16,55.289791666666666
2019-03-17,44.564375000000005
2019-03-18,63.622083333333336
2019-03-19,34.732083333333335
2019-03-20,39.76578166666667
2019-03-21,47.434374999999996
2019-03-22,44.52948541666667
2019-03-23,40.155833333333334
2019-03-24,6.293125
2019-03-25,31.551490833333332
2019-03-26,34.975
2019-03-27,44.40729166666667
2019-03-28,45.517499375
2019-03-29,36.85034875
2019-03-30,43.630638125
2019-03-31,34.865176086956524
2019-04-01,40.71832520833333
2019-04-02,36.913904375
2019-04-03,49.91958333333333
2019-04-04,47.098750833333334
2019-04-05,48.4475
2019-04-06,55.599375
2019-04-07,53.29233812499999
2019-04-08,48.65558395833333
2019-04-09,38.745984791666665
2019-04-10,46.38033229166667
2019-04-11,37.87957041666667
2019-04-12,43.34483
2019-04-13,38.47104645833333
2019-04-14,37.861875
2019-04-15,37.778243124999996
2019-04-16,51.13073395833334
2019-04-17,49.99344645833333
2019-04-18,49.792691041666664
2019-04-19,40.6977625
2019-04-20,40.33687041666666
2019-04-21,30.9575
2019-04-22,35.45166666666667
2019-04-23,40.002874999999996
2019-04-24,46.964893958333334
2019-04-25,39.141041666666666
2019-04-26,23.21771708333333
2019-04-27,38.94625
2019-04-28,50.146616875
2019-04-29,37.886322916666664
2019-04-30,44.69104166666667
2019-05-01,38.154426666666666
2019-05-02,46.29287125
2019-05-03,50.42099854166667
2019-05-04,35.661254166666666
2019-05-05,39.185208333333335
2019-05-06,39.79770833333333
2019-05-07,44.39541666666667
2019-05-08,49.66083333333333
2019-05-09,75.58479166666667
2019-05-10,53.575887916666666
2019-05-11,40.562083333333334
2019-05-12,37.72811479166666
2019-05-13,42.0079625
2019-05-14,33.04319270833333
2019-05-15,34.14625
2019-05-16,27.357083333333335
2019-05-17,39.531444375
2019-05-18,51.064166666666665
2019-05-19,47.981646874999996
2019-05-20,48.56662395833334
2019-05-21,42.39
2019-05-22,36.315625000000004
2019-05-23,32.05216083333333
2019-05-24,37.32229541666667
2019-05-25,32.195833541666666
2019-05-26,-12.155601249999998
2019-05-27,38.79958333333334
2019-05-28,32.761685625
2019-05-29,37.97812416666667
2019-05-30,29.385835
2019-05-31,41.684610416666665
2019-06-01,43.200625
2019-06-02,43.0635575
2019-06-03,35.80797916666666
2019-06-04,43.433335
2019-06-05,34.10074770833334
2019-06-06,41.34354166666667
2019-06-07,43.29503125
2019-06-08,51.97160125
2019-06-09,45.94583333333333
2019-06-10,46.03929229166667
2019-06-11,49.993780416666674
2019-06-12,42.15339625
2019-06-13,53.535625
2019-06-14,37.68603916666667
2019-06-15,43.068958333333335
2019-06-16,34.43625
2019-06-17,33.1264375
2019-06-18,36.64037729166667
2019-06-19,49.35219979166666
2019-06-20,41.019084375
2019-06-21,33.519373333333334
2019-06-22,32.16042145833333
2019-06-23,39.83625
2019-06-24,75.52329145833333
2019-06-25,32.14813229166666
2019-06-26,41.263958333333335
2019-06-27,30.432981249999997
2019-06-28,33.02791666666666
2019-06-29,49.56121270833333
2019-06-30,31.5529975
2019-07-01,40.08520145833334
2019-07-02,29.413229166666667
2019-07-03,31.28025104166667
2019-07-04,31.834874791666667
2019-07-05,40.279781041666666
2019-07-06,38.61887708333334
2019-07-07,31.080107708333333
2019-07-08,41.37364395833333
2019-07-09,36.857015833333335
2019-07-10,39.98916666666667
2019-07-11,46.703547500000006
2019-07-12,49.674805625000005
2019-07-13,41.58353520833334
2019-07-14,41.058021458333336
2019-07-15,35.96802958333333
2019-07-16,48.89806333333333
2019-07-17,33.447740833333334
2019-07-18,39.83595833333333
2019-07-19,43.04018250000001
2019-07-20,41.249482291666666
2019-07-21,38.80286541666667
2019-07-22,34.795796458333335
2019-07-23,44.826385208333335
2019-07-24,55.69396208333333
2019-07-25,54.427770833333334
2019-07-26,47.661125625000004
2019-07-27,39.69864979166667
2019-07-28,42.64023770833334
2019-07-29,32.20524583333333
2019-07-30,31.97083604166667
2019-07-31,36.422869999999996
2019-08-01,43.820351458333334
2019-08-02,49.666666666666664
2019-08-03,41.624375
2019-08-04,41.005625
2019-08-05,36.94541666666667
2019-08-06,29.046041666666667
2019-08-07,31.562085
2019-08-08,51.881246874999995
2019-08-09,46.188715
2019-08-10,47.216874999999995
2019-08-11,40.62221375
2019-08-12,34.33326
2019-08-13,39.625046041666664
2019-08-14,37.27552416666666
2019-08-15,24.570836041666666
2019-08-16,42.63854666666666
2019-08-17,31.848128125000002
2019-08-18,28.179400416666667
2019-08-19,28.204970833333334
2019-08-20,36.596875000000004
2019-08-21,41.52541375
2019-08-22,41.13521375
2019-08-23,30.00872340425532
2019-08-24,40.02230041666667
2019-08-25,31.709474583333332
2019-08-26,42.83895833333333
2019-08-27,56.75457624999999
2019-08-28,32.708333958333334
2019-08-29,24.31125916666667
2019-08-30,25.385625625
2019-08-31,19.108786249999998
2019-09-01,29.763125
2019-09-02,13.89155
2019-09-03,30.375651875
2019-09-04,35.18958333333333
2019-09-05,26.21703958333333
2019-09-06,23.9531525
2019-09-07,27.667916666666667
2019-09-08,36.33920083333333
2019-09-09,24.576292916666663
2019-09-10,26.440315
2019-09-11,15.912083333333333
2019-09-12,34.07272666666667
2019-09-13,33.18450270833333
2019-09-14,41.494084791666666
2019-09-15,31.043544166666667
2019-09-16,35.60594916666667
2019-09-17,29.865207021276596
2019-09-18,41.696629375
2019-09-19,30.504583333333333
2019-09-20,28.516174583333335
2019-09-21,33.89604166666667
2019-09-22,45.17041666666666
2019-09-23,40.87882895833334
2019-09-24,44.509166666666665
2019-09-25,37.855624999999996
2019-09-26,30.362291666666668
2019-09-27,33.48229166666667
2019-09-28,28.611517083333336
2019-09-29,40.50354166666667
2019-09-30,32.159294583333335
2019-10-01,42.66458645833333
2019-10-02,31.711954255319146
2019-10-03,41.732293750000004
2019-10-04,52.743543125
2019-10-05,42.748333333333335
2019-10-06,25.90945520833333
2019-10-07,37.887501875
2019-10-08,31.074583333333333
2019-10-09,28.63
2019-10-10,33.97958333333333
2019-10-11,30.268814375
2019-10-12,35.09190708333333
2019-10-13,42.239793125
2019-10-14,53.136175
2019-10-15,40.95663770833333
2019-10-16,51.838214791666665
2019-10-17,46.049791666666664
2019-10-18,38.468125
2019-10-19,23.009185833333333
2019-10-20,30.964493541666666
2019-10-21,32.824925416666666
2019-10-22,29.900359166666664
2019-10-23,39.69334479166667
2019-10-24,45.804797083333334
2019-10-25,43.88912520833333
2019-10-26,48.04750000000001
2019-10-27,26.694008
2019-10-28,34.26583333333333
2019-10-29,29.499496250000004
2019-10-30,32.172445
2019-10-31,27.412715208333335
2019-11-01,36.4693525
2019-11-02,38.702086666666666
2019-11-03,40.284169999999996
2019-11-04,31.08885875
2019-11-05,33.669583333333335
2019-11-06,54.18296708333333
2019-11-07,30.58972083333333
2019-11-08,41.48241875
2019-11-09,39.89572041666667
2019-11-10,31.09395541666667
2019-11-11,37.912919375
2019-11-12,45.06979166666667
2019-11-13,42.02696291666667
2019-11-14,48.36479166666667
2019-11-15,44.561867916666664
2019-11-16,55.14197708333333
2019-11-17,53.995000000000005
2019-11-18,48.28884666666667
2019-11-19,54.98016375
2019-11-20,43.84396041666667
2019-11-21,47.74663770833333
2019-11-22,53.755833333333335
2019-11-23,48.02404255319149
2019-11-24,48.86396666666667
2019-11-25,53.83770833333333
2019-11-26,35.20395833333333
2019-11-27,46.14541666666667
2019-11-28,51.94162729166666
2019-11-29,45.87015520833333
2019-11-30,40.629583333333336
2019-12-01,45.83979166666666
2019-12-02,55.23522583333334
2019-12-03,42.531342708333334
2019-12-04,46.31354166666667
2019-12-05,51.101097708333334
2019-12-06,34.71145833333333
2019-12-07,22.720860625
2019-12-08,-2.8016666666666663
2019-12-09,50.273959999999995
2019-12-10,46.67154125
2019-12-11,49.74767333333333
2019-12-12,47.87562500000001
2019-12-13,47.11020833333333
2019-12-14,40.11336666666667
2019-12-15,35.604375
2019-12-16,46.21205895833333
2019-12-17,36.94316104166666
2019-12-18,43.11375
2019-12-19,31.444795
2019-12-20,36.55916666666666
2019-12-21,31.948709583333336
2019-12-22,38.986041666666665
2019-12-23,36.158856875000005
2019-12-24,24.6525
2019-12-25,32.714063125
2019-12-26,34.16069791666667
2019-12-27,47.49458333333333
2019-12-28,35.8325
2019-12-29,37.054375
2019-12-30,28.378977708333334
2019-12-31,38.24604166666666
2020-01-01,41.26209083333333
2020-01-02,17.714166666666667
2020-01-03,24.018958333333334
2020-01-04,27.113333333333333
2020-01-05,27.58
2020-01-06,34.715975416666666
2020-01-07,28.75125
2020-01-08,30.537916666666664
2020-01-09,30.611680208333336
2020-01-10,44.864377708333336
2020-01-11,32.66721375
2020-01-12,35.798336666666664
2020-01-13,36.88708125
2020-01-14,49.46958333333333
2020-01-15,30.064227916666667
2020-01-16,39.214164583333336
2020-01-17,31.079644166666668
2020-01-18,38.23596354166667
2020-01-19,41.382752708333335
2020-01-20,28.328125
2020-01-21,52.08579208333333
2020-01-22,58.81020833333333
2020-01-23,37.42945916666667
2020-01-24,35.906666666666666
2020-01-25,36.1132925
2020-01-26,35.13228958333333
2020-01-27,36.481868541666664
2020-01-28,37.77625
2020-01-29,34.09166666666667
2020-01-30,24.902708333333333
2020-01-31,32.42635020833333
2020-02-01,31.464536874999997
2020-02-02,37.49041666666667
2020-02-03,25.721249999999998
2020-02-04,34.578541666666666
2020-02-05,17.229791666666667
2020-02-06,37.137103125
2020-02-07,31.627143958333335
2020-02-08,30.16395833333333
2020-02-09,34.28958333333333
2020-02-10,40.20979166666667
2020-02-11,33.82333333333333
2020-02-12,24.029199791666667
2020-02-13,36.88104166666667
2020-02-14,38.6975
2020-02-15,31.511041666666667
2020-02-16,31.151669375
2020-02-17,32.096422708333336
2020-02-18,28.31520833333333
2020-02-19,28.542370833333333
2020-02-20,25.774375000000003
2020-02-21,33.13645833333333
2020-02-22,41.11718291666667
2020-02-23,32.174539583333335
2020-02-24,41.36638104166666
2020-02-25,47.949999999999996
2020-02-26,33.58550979166667
2020-02-27,32.35883729166667
2020-02-28,25.857376458333334
2020-02-29,23.66694520833333
2020-03-01,19.166879583333333
2020-03-02,36.8925
2020-03-03,40.53184875
2020-03-04,122.89082979166666
2020-03-05,27.040025416666666
2020-03-06,34.119166666666665
2020-03-07,16.194255208333335
2020-03-08,21.511192291666664
2020-03-09,28.808989999999998
2020-03-10,27.53409875
2020-03-11,34.280840000000005
2020-03-12,32.37833333333334
2020-03-13,27.382244375
2020-03-14,23.80866979166667
2020-03-15,35.335
2020-03-16,20.584837083333333
2020-03-17,27.160752916666667
2020-03-18,35.99121354166667
2020-03-19,34.762499999999996
2020-03-20,21.55364333333333
2020-03-21,22.76917
2020-03-22,22.323303541666665
2020-03-23,19.244170625
2020-03-24,11.725010833333334
2020-03-25,14.267255208333333
2020-03-26,23.169337708333334
2020-03-27,22.422705625000003
2020-03-28,18.214857291666664
2020-03-29,23.309565217391306
2020-03-30,30.12760354166667
2020-03-31,30.125445208333332
2020-04-01,36.096041666666665
2020-04-02,28.063752500000003
2020-04-03,26.338541666666668
2020-04-04,29.04758
2020-04-05,12.145416666666668
2020-04-06,14.266978125
2020-04-07,25.414472291666666
2020-04-08,19.301780416666666
2020-04-09,32.409015625
2020-04-10,37.06861395833334
2020-04-11,18.584763125
2020-04-12,34.57507916666667
2020-04-13,3.2587500000000005
2020-04-14,11.494097916666668
2020-04-15,20.626880416666665
2020-04-16,29.364545000000003
2020-04-17,26.87625
2020-04-18,28.719791666666666
2020-04-19,27.508958333333336
2020-04-20,8.167246041666667
2020-04-21,14.595625833333335
2020-04-22,35.37993541666667
2020-04-23,34.80073625
2020-04-24,18.70145833333333
2020-04-25,30.082916666666666
2020-04-26,22.935008333333332
2020-04-27,15.825419791666667
2020-04-28,33.901666666666664
2020-04-29,22.325829583333334
2020-04-30,21.06582979166667
2020-05-01,32.23729166666667
2020-05-02,24.457088125
2020-05-03,35.63229166666667
2020-05-04,28.278961041666665
2020-05-05,20.459775208333333
2020-05-06,22.4570875
2020-05-07,35.103541666666665
2020-05-08,27.531041666666667
2020-05-09,35.85607104166667
2020-05-10,25.670625
2020-05-11,27.507291666666664
2020-05-12,20.763749999999998
2020-05-13,20.22798583333333
2020-05-14,26.679291875
2020-05-15,23.398958333333336
2020-05-16,20.07645833333333
2020-05-17,27.73875
2020-05-18,30.496666458333333
2020-05-19,24.548439166666668
2020-05-20,25.63086125
2020-05-21,22.702293333333333
2020-05-22,-16.630041666666667
2020-05-23,25.46964208333333
2020-05-24,3.507908333333333
2020-05-25,33.73354104166667
2020-05-26,28.99072645833333
2020-05-27,26.491392708333333
2020-05-28,25.2460525
2020-05-29,21.248261875
2020-05-30,15.49733
2020-05-31,24.042916666666667
2020-06-01,28.09572291666667
2020-06-02,34.339999999999996
2020-06-03,20.10907125
2020-06-04,30.664792916666666
2020-06-05,15.16375625
2020-06-06,5.254583333333334
2020-06-07,25.474679166666665
2020-06-08,34.249797916666665
2020-06-09,28.266735
2020-06-10,25.978763125
2020-06-11,30.905626458333334
2020-06-12,32.12583458333334
2020-06-13,32.14479229166667
2020-06-14,30.129791666666666
2020-06-15,36.12854166666667
2020-06-16,26.771878958333332
2020-06-17,29.180109375
2020-06-18,33.46884145833334
2020-06-19,29.633333333333336
2020-06-20,31.032914791666666
2020-06-21,11.563754166666667
2020-06-22,25.958135
2020-06-23,33.99287708333333
2020-06-24,31.88479166666667
2020-06-25,31.734583333333333
2020-06-26,31.734791666666666
2020-06-27,18.258958333333336
2020-06-28,-16.908350208333335
2020-06-29,26.037710416666666
2020-06-30,35.381458333333335
2020-07-01,25.536455833333335
2020-07-02,32.34500833333333
